filerange 1500 2414
rangestart 1500 2414

// Subtitles
1500	侦察机
1501	战机级 - 侦察中队
1502	拦截机
1503	战机级 - 反战机中队
1504	轰炸机
1505	战机级 - 反主力舰中队
1506	炮艇
1507	护航艇级 - 反战机
1508	脉冲炮艇
1509	护航艇级 - 反护航艇
1510	布雷艇
1511	护航艇级 - 部署及清除空雷
1512	炮台
1513	静态武器平台 - 反战机
1514	离子炮台
1515	静态武器平台 - 反护卫舰
1518	防空护卫舰
1519	护卫舰级 - 反战机
1520	离子炮护卫舰
1521	护卫舰级 - 反主力舰
1522	鱼雷护卫舰
1523	护卫舰级 - 反护航艇
1524	支援护卫舰
1525	舰队支援
1526	防御场护卫舰
1527	护卫舰级 - 舰队防护
1528	登陆舰
1529	护卫舰级 - 捕捉其他船只
1530	驱逐舰
1531	主力舰级 - 反护卫舰
1532	资源采集船
1533	辅助单位 - 采集矿物以将其处理为RU
1534	移动精炼船
1535	辅助单位 - 卸载资源
1536	希格拉之耀
1537	母舰
1538	战列巡洋舰
1539	主力舰级 - 重火力输出
1540	无畏舰
1541	萨尤克守护者
1542	航母
1543	主力舰级 - 舰船生产
1544	船坞
1545	主力舰级 - 舰船生产
1546	探测器
1547	一次性移动的侦查装置
1548	临近感应器
1549	一次性移动的隐形舰船探测装置
1550	感应干扰器
1551	一次性移动的感应器干扰装置
1552	无畏舰泊位
1553	无畏舰泊位
1556	空雷
1557	静态空雷
1558	鱼雷
1559	高爆追踪鱼雷
1560	精锐拦截机
1561	反战机
1562	精锐轰炸机
1563	反主力舰
1564	精锐鱼雷护卫舰
1565	反护航艇，反护卫舰
1566	索班座舰
1567	索班舰长座舰，攻击力较强，用于登陆其他船只
1568	1568 xMISSINGx
1569	特别改进的超空间抑制器
1570	精锐炮艇
1571	靶机
1572	纳贝尔船坞
1573	希格拉船坞
1575	母舰
1576	船坞
1577	超空间核心
1578	允许进行远距离超空间跳跃
1579	远程鱼雷
1580	大爆炸
1581	轻型护航艇
1582	重型护航艇
1583	突袭护航艇
1600	侦察机
1601	战机级 - 侦查中队
1602	突击机
