filerange 105001 119999
rangestart 105001 119999

// Subtitles
105001  Warning: A battle is taking place in the area. The Imperial Fleet is on the way to provide support. All civilian ships are advised to evacuate the area.
105002  Your fleet has completed it's jump and needs to recharge. Please select wether you wish to leave this star sector directly from the menu on the right.
105003  Close Menu
105004  Explore the sector
105005  Leave the sector
105006  Forced Charging
105010  Your fleet is running out of hyperspace fuel. The jump requires "..g_fleetChargeenergyList[g_fleetCharge].." hyperspace fuel.
105011  Your fleet is currently charging the jump drives. While charging, you may encounter pirate attacks. Please be prepared for battle.\n(Warning: Any exploration on the map will increase the risk of encounters during charging.)
105020  Charging complete, please leave the sector.
105030  Your fleet came under attack while charging and have intefered with the charging process.\nYou must defeat them before you can leave.
105035  Your fleet has fully charged and can leave the sector ahead of schedule.
105040  Your fleet has been subjected to extreme gravitational interference during charging. This is due to a newly established Vaygr sector control base nearby.\nYou must destroy the base before you can leave.
105045  Warning: The sector control base has sent a distress signal to the nearby Vaygr fleet. Destroy the target immediately.
105055  After assessing your fleet's combat capabilities, the Vaygr base has stopped interfering with your jump to preserve the base. Do you wish to continue the attack?\n(Warning: Continuing to attack will summon powerful reinfrocements.)
105060  After assessing your fleet's combat capabilities, the Vaygr base has decided to spare your life. You can choose to spend one honor point to leave the map.\n(Warning: Staying in this sector will attract the pursuit of the Vaygr fleet.)
105065  A Fairy Empire fleet happened to be patrolling nearby, and its commander asked if you need any assistance.
105070  Your honor points are insufficient.\nAfter investigating your background, the enemy commander has changed their mind and decided to summon a fleet to eliminate you.\nA Vaygr fleet will arrive soon.
105075  The Vaygr fleet has arrived and launched its attack. Prepare for battle.
105080  Your fleet has discovered a hidden Vaygr frontline base complex in a nearby sector.\nHowever, your fleet is caught in the Vaygr base's gravitational field and is unable to jump away.\nYou must destroy the base before you can leave.
105085  Your fleet has fully charged and can leave the sector.
105090  After some exploration, your fleet found nothing and is now recharging in preparation to leave the sector.
105095  You have discovered a huge debris field in a nearby star sector. It appears that a fierce battle has just taken place.\nThere may still be valuable parts that can be salvaged, and there may also be survivors that can be rescued.\nDo you want to conduct a salvage operation?
105100  Your fleet's engineering capacity is
105101  The debris field has been excavated too many times, leaving little of value. The only option now is to leave the sector.
105110  The Vaygr base has been heavily damaged; your fleet can now organise a landing operation to capture the base.
105111  After mobilizing the marines within the fleet, you discover that your marine force is insufficient to carry out the landing mission, so the landing operation must be cancelled.
105120  You've discovered a merchant fleet under attack nearby. Should you go to their aid?\nHelping this merchant fleet will earn you extra rewards and honor points.
