filerange 60000 69999
rangestart 60000 69999

// Subtitles
60000  战列舰  
60001  后勤类舰船
60002  航母
60003  主力舰
60004  驱逐舰
60005  护卫舰
60006  战斗机
60007  小型防御平台
60008  中型防御平台
60009  巨型防御平台
60010  小型浮游炮
60011  中型轨道炮
60012  大型轨道炮
60013  护航艇
60014  母舰
60015  旗舰
60016  突击舰
60017  采矿驳船
60018  超级战舰
60019  战列舰
60020  防御塔
60021  超级炮塔
60022  辅助性主力舰
60023  加强型航母
60024  守护者
60025  精英战术舰
60026  小型护卫舰
60027  重型护卫舰
60028  重型战斗机
60029  任务单位
60030  民用单位
60031  水晶体(水晶体体积越大，资源产生越多，但是速度越慢）
60035  实验型战舰
60040  巨型炮塔
60050  装甲舰
60055  战列巡洋舰
60056  太空游轮
60060  大型防御平台
60065  小型浮游炮
60070  旗舰级轨道炮
60075  精英无人机
60080  工程单位
60100  大型工业舰
60105  大型航母
60110  移动精炼船
60115  尘埃级工程船
60120  绵羊级采矿驳船
60125  反旗舰巡洋舰
60130  精英战斗机
60135  超级战斗机
60140  超级航母
60141  轰炸机-克制护卫舰和主力舰
60151  重型轰炸机-反旗舰
60152  摧星巨舰-优势反旗舰
60153  重型战斗机-优势制空
60155  小型贸易商船
60160  豪华客轮
60165  战术轰炸机
60500  弯刀拦截机
60505  弯刀轰炸机
60506  弯刀战斗攻击型
60510  战略轰炸机-渡鸦
60511  狙击手无人机
60512  兵蜂浮游炮
60515  霉菌重炮艇
60520  霉菌导弹艇
60525  霉菌脉冲艇
60600  白羊级离子炮护卫舰
60605  白羊MK2型多用途护卫舰
60610  白羊级多炮塔护卫舰
60615  萨摩耶级重型突击舰
60620  1400mm巨炮突击舰
60700  放逐者级驱逐舰
60701  细微级驱逐舰
60705  细微级驱逐舰防空型
60710  执行者巡洋舰
60711  收割者级巡洋舰
60712  清除者级巡洋舰
60715  狙击炮巡洋舰
60720  阔刃级袭击舰
60721  导弹袭击舰
60725  SR-6 猎兵级袭击舰
60726  SR-6 猎兵级民用型
60730  亚特兰大级巡洋舰
60731  亚特兰大装甲型
60732  亚特兰大防空型
60733  亚特兰大离子炮型
60735  费纳尼亚级巡洋舰
60800  曙光级战列舰
60801  小型战列舰
60805  妖姬运载舰
60810  妖精女皇号
60815  奥丁级无畏舰
60816  沉默的奥丁级无畏舰
60820  轮回级无畏舰
60825  光辉裁决者
60830  妖精女皇舰队型
60835  妖精女皇决战型
60840  妖精女皇要塞型
60845  破晓II型战列舰
60850  永恒级无畏舰
60900  小型浮游炮-离子炮型
60905  小型浮游炮-导弹型
60910  小型浮游炮-速射炮型
60915  远行者级战列舰
60920  浩劫级无畏舰
61000  小型机枪防御塔
61005  小型离子炮防御塔
61010  小型速射炮防御塔
61015  小型脉冲炮防御塔
